prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
prodoric	MX000091	ArcA	prodoric	MX000181	Crp	0	0	.	.	.	1.46e-01	12	0	3	7	2.81e-08	2.53e-07
prodoric	MX000091	ArcA	prodoric	MX000181	Crp	0	0	.	.	.	1.46e-01	12	4	3	7	2.24e-07	2.01e-06
prodoric	MX000091	ArcA	prodoric	MX000181	Crp	0	0	.	.	.	1.46e-01	12	5	3	7	2.24e-07	2.01e-06
prodoric	MX000091	ArcA	prodoric	MX000181	Crp	0	0	.	.	.	1.46e-01	12	8	3	7	1.77e-06	1.59e-05
prodoric	MX000091	ArcA	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	2.93e-01	23	0	3	9	5.16e-08	4.64e-07
prodoric	MX000091	ArcA	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	2.93e-01	23	4	3	9	4.10e-07	3.69e-06
prodoric	MX000091	ArcA	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	2.93e-01	23	5	3	9	4.10e-07	3.69e-06
prodoric	MX000091	ArcA	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	2.93e-01	23	8	3	9	3.22e-06	2.90e-05
prodoric	MX000091	ArcA	collectf	EXPREG_000004b0	PvdS_P.aeruginosa	0	0	collectf	MX000181	Crp	7.08e-01	22	0	3	11	1.38e-07	1.24e-06
prodoric	MX000091	ArcA	collectf	EXPREG_000004b0	PvdS_P.aeruginosa	0	0	collectf	MX000181	Crp	7.08e-01	22	4	3	11	1.09e-06	9.83e-06
prodoric	MX000091	ArcA	collectf	EXPREG_000004b0	PvdS_P.aeruginosa	0	0	collectf	MX000181	Crp	7.08e-01	22	5	3	11	1.09e-06	9.83e-06
prodoric	MX000091	ArcA	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	collectf	MX000181	Crp	8.10e-01	15	0	3	12	1.47e-07	1.32e-06
