prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	9	2	4	21	5.59e-09	5.03e-08
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	1	6	4	21	8.73e-08	7.86e-07
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	9	6	4	21	8.73e-08	7.86e-07
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	9	7	4	21	8.73e-08	7.86e-07
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	1	1	3	21	7.25e-07	6.52e-06
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	1	8	4	21	1.33e-06	1.20e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000202	CovR	0	0	.	.	.	3.29e-02	9	8	4	21	1.33e-06	1.20e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000011	RhlR	0	0	.	.	.	2.14e-01	18	3	3	8	3.92e-08	3.53e-07
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000011	RhlR	0	0	.	.	.	2.14e-01	18	5	3	8	3.12e-07	2.81e-06
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000011	RhlR	0	0	.	.	.	2.14e-01	18	7	3	8	3.12e-07	2.81e-06
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000011	RhlR	0	0	.	.	.	2.14e-01	18	8	3	8	2.46e-06	2.21e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000091	ArcA	0	0	.	.	.	1.26e+00	7	2	3	14	2.22e-07	2.00e-06
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000091	ArcA	0	0	.	.	.	1.26e+00	7	6	3	14	1.75e-06	1.58e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	prodoric	MX000091	ArcA	0	0	.	.	.	1.26e+00	7	7	3	14	1.75e-06	1.58e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	collectf	EXPREG_00000950	PhoP_E.coli	3	2	.	.	.	2.10e+00	1	0	2	2	3.93e-07	3.53e-06
collectf	EXPREG_000009e0	RpoN_S.enterica	collectf	EXPREG_00000950	PhoP_E.coli	3	2	.	.	.	2.10e+00	1	4	2	2	1.57e-06	1.41e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	collectf	EXPREG_00000950	PhoP_E.coli	3	2	.	.	.	2.10e+00	1	5	2	2	1.57e-06	1.41e-05
collectf	EXPREG_000009e0	RpoN_S.enterica	dpinteract	ompR	.	0	0	dpinteract	EXPREG_00000950	PhoP_E.coli	2.13e+00	0	1	2	2	4.05e-07	3.64e-06
