prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	8	1	10	16	6.09e-25	5.48e-24
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	8	4	10	16	6.17e-22	5.55e-21
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	8	6	10	16	6.17e-22	5.55e-21
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	8	8	10	16	6.19e-19	5.57e-18
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	7	1	3	16	4.34e-07	3.91e-06
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	7	4	3	16	3.41e-06	3.07e-05
meme.xml	3	MEME	meme.xml	2	MEME	0	0	.	.	.	3.19e-18	7	6	3	16	3.41e-06	3.07e-05
meme.xml	3	MEME	prodoric	MX000036	AlgU	0	2	prodoric	2	MEME	5.26e-11	19	4	10	37	9.05e-18	8.15e-17
meme.xml	3	MEME	prodoric	MX000036	AlgU	0	2	prodoric	2	MEME	5.26e-11	19	8	10	37	8.51e-15	7.66e-14
meme.xml	3	MEME	prodoric	MX000036	AlgU	0	2	prodoric	2	MEME	5.26e-11	19	1	7	37	5.20e-14	4.68e-13
meme.xml	3	MEME	prodoric	MX000036	AlgU	0	2	prodoric	2	MEME	5.26e-11	19	6	7	37	6.35e-12	5.72e-11
meme.xml	3	MEME	prodoric	MX000036	AlgU	0	2	prodoric	2	MEME	5.26e-11	19	0	3	37	4.32e-06	3.89e-05
meme.xml	3	MEME	prodoric	MX000036	AlgU	0	2	prodoric	2	MEME	5.26e-11	18	1	3	37	4.32e-06	3.89e-05
meme.xml	3	MEME	dreme.xml	GWTCA	DREME	0	0	dreme.xml	2	MEME	9.53e-09	19	1	7	24	1.62e-15	1.46e-14
meme.xml	3	MEME	dreme.xml	GWTCA	DREME	0	0	dreme.xml	2	MEME	9.53e-09	19	4	7	24	2.02e-13	1.82e-12
meme.xml	3	MEME	dreme.xml	GWTCA	DREME	0	0	dreme.xml	2	MEME	9.53e-09	19	6	7	24	2.02e-13	1.82e-12
meme.xml	3	MEME	dreme.xml	GWTCA	DREME	0	0	dreme.xml	2	MEME	9.53e-09	19	8	7	24	2.46e-11	2.21e-10
meme.xml	3	MEME	prodoric	MX000204	murR	0	0	prodoric	2	MEME	1.88e-08	23	0	7	26	3.22e-15	2.89e-14
meme.xml	3	MEME	prodoric	MX000204	murR	0	0	prodoric	2	MEME	1.88e-08	23	4	7	26	4.00e-13	3.60e-12
meme.xml	3	MEME	prodoric	MX000204	murR	0	0	prodoric	2	MEME	1.88e-08	23	5	7	26	4.00e-13	3.60e-12
meme.xml	3	MEME	prodoric	MX000204	murR	0	0	prodoric	2	MEME	1.88e-08	23	8	7	26	4.83e-11	4.35e-10
meme.xml	3	MEME	prodoric	MX000204	murR	0	0	prodoric	2	MEME	1.88e-08	22	0	3	26	1.44e-06	1.29e-05
meme.xml	3	MEME	prodoric	MX000071	SigB	2	0	prodoric	2	MEME	4.96e-08	20	5	7	16	8.72e-15	7.84e-14
meme.xml	3	MEME	prodoric	MX000071	SigB	2	0	prodoric	2	MEME	4.96e-08	20	0	6	16	2.72e-14	2.45e-13
meme.xml	3	MEME	prodoric	MX000071	SigB	2	0	prodoric	2	MEME	4.96e-08	20	8	7	16	1.08e-12	9.76e-12
meme.xml	3	MEME	prodoric	MX000071	SigB	2	0	prodoric	2	MEME	4.96e-08	20	4	6	16	1.72e-12	1.54e-11
meme.xml	3	MEME	collectf	EXPREG_00001730	H-NS_V.cholerae	0	0	collectf	2	MEME	9.69e-08	17	1	6	15	1.70e-14	1.53e-13
meme.xml	3	MEME	collectf	EXPREG_00001730	H-NS_V.cholerae	0	0	collectf	2	MEME	9.69e-08	17	4	6	15	1.08e-12	9.68e-12
meme.xml	3	MEME	collectf	EXPREG_00001730	H-NS_V.cholerae	0	0	collectf	2	MEME	9.69e-08	17	6	6	15	1.08e-12	9.68e-12
