prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
collectf	EXPREG_000009b0	LasR_P.aeruginosa	meme.xml	2	MEME	0	0	.	.	.	1.38e-12	19	2	8	16	2.64e-19	2.37e-18
collectf	EXPREG_000009b0	LasR_P.aeruginosa	meme.xml	2	MEME	0	0	.	.	.	1.38e-12	19	6	8	16	6.66e-17	6.00e-16
collectf	EXPREG_000009b0	LasR_P.aeruginosa	meme.xml	2	MEME	0	0	.	.	.	1.38e-12	19	7	8	16	6.66e-17	6.00e-16
collectf	EXPREG_000009b0	LasR_P.aeruginosa	meme.xml	2	MEME	0	0	.	.	.	1.38e-12	19	8	8	16	1.66e-14	1.49e-13
collectf	EXPREG_000009b0	LasR_P.aeruginosa	meme.xml	3	MEME	0	0	.	.	.	1.28e+00	121	7	3	7	2.58e-07	2.32e-06
collectf	EXPREG_000009b0	LasR_P.aeruginosa	meme.xml	3	MEME	0	0	.	.	.	1.28e+00	121	8	3	7	2.04e-06	1.84e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	prodoric	MX000036	AlgU	0	2	.	.	.	1.93e+00	15	1	5	124	3.32e-07	2.99e-06
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00000050	PhoP_Y.pestis	1	3	collectf	MX000036	AlgU	3.68e+00	6	0	3	19	6.84e-07	6.15e-06
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	2.04e+00	6	1	2	2	3.70e-07	3.33e-06
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	2.04e+00	6	4	2	2	1.48e-06	1.33e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	2.04e+00	6	6	2	2	1.48e-06	1.33e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	prodoric	MX000181	Crp	0	0	.	.	.	2.17e+00	32	3	2	2	4.17e-07	3.76e-06
collectf	EXPREG_000009b0	LasR_P.aeruginosa	prodoric	MX000181	Crp	0	0	.	.	.	2.17e+00	32	5	2	2	1.67e-06	1.50e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	prodoric	MX000181	Crp	0	0	.	.	.	2.17e+00	32	7	2	2	1.67e-06	1.50e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00000950	PhoP_E.coli	3	2	.	.	.	6.27e+00	45	3	2	3	1.18e-06	1.06e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00000950	PhoP_E.coli	3	2	.	.	.	6.27e+00	45	5	2	3	4.70e-06	4.23e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	collectf	EXPREG_00000950	PhoP_E.coli	3	2	.	.	.	6.27e+00	45	7	2	3	4.70e-06	4.23e-05
collectf	EXPREG_000009b0	LasR_P.aeruginosa	prodoric	MX000021	Spo0A	0	0	.	.	.	7.99e+00	28	8	5	43	1.39e-06	1.25e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
