"gene.tag"	"gene_old_tag"	"gene_start"	"gene_end"	"strand"	"product"	"closest_match"	"match_index"	"match_value"	"distance"	"affyLog_16h"
"SVEN_0269"	"SMD00781"	284553	286739	"+"	"hypothetical protein"	"1"	89	11.043	90	-4.115566927
"SVEN_1935"	"SMD03209"	2148860	2150338	"-"	"Probable glutamate or gamma-aminobutyrate antiporter"	"1"	95	11.0108	87	-1.04811039766667
"SVEN_6147"	"SMD09184"	6702997	6703440	"+"	"hypothetical protein"	"1"	69	11.3333	2	-1.02690569233333
"SVEN_3644"	"SMD05622"	3956653	3957039	"-"	"hypothetical protein"	"1"	325	10.086	124	-0.953398112333332
"SVEN_4658"	"SMD07114"	5012494	5014317	"+"	"Phosphoenolpyruvate carboxykinase"	"1"	111	10.8925	105	-0.826573254333333
"SVEN_6975"	"SMD10331"	7631456	7632235	"-"	"hydroxylase"	"1"	181	10.4731	105	-0.723756806333334
"SVEN_0784"	"SMD01492"	904670	905533	"-"	"protein YceG"	"1"	139	10.7419	110	-0.657319681666666
"SVEN_4634"	"SMD07084"	4989373	4990713	"-"	"hypothetical protein"	"1"	121	10.8495	114	-0.629870122
"SVEN_0740"	"SMD01430"	850905	851987	"+"	"hypothetical protein"	"1"	105	10.9677	264	-0.579318913666667
"SVEN_3944"	"SMD06069"	4286597	4287013	"-"	"putative lyase"	"1"	263	10.2688	2	-0.526225935666666
"SVEN_4635"	"SMD07086"	4990869	4992512	"+"	"putative secreted protein"	"1"	121	10.8495	42	-0.492352693999999
"SVEN_2562"	"SMD04076"	2787486	2788454	"+"	"membrane transport protein"	"1"	153	10.6452	6	-0.453794976000001
"SVEN_2794"	"SMD04403"	3066218	3067156	"-"	"hypothetical protein"	"1"	21	11.9032	25	-0.435391853333334
"SVEN_7046"	"SMD10434"	7712707	7713921	"-"	"hypothetical protein"	"1"	289	10.1828	284	-0.431421702
"SVEN_2734"	"SMD04312"	2982832	2984199	"+"	"Alpha-glucosides-binding periplasmic protein AglE precursor"	"1"	313	10.1075	221	-0.411011101
"SVEN_6677"	"SMD09909"	7301865	7302779	"+"	"OpcA%2C glucose-6-phosphate dehydrogenase effector"	"1"	321	10.1075	13	-0.376171611999998
"SVEN_2718"	"SMD04288"	2958982	2960412	"-"	"NADP-dependent malic enzyme"	"1"	177	10.5054	79	-0.309880783333334
"SVEN_1141"	"SMD02037"	1289220	1289777	"+"	"hypothetical protein"	"1"	11	12.4194	49	-0.284012885666668
