"gene.tag"	"gene_old_tag"	"gene_start"	"gene_end"	"strand"	"product"	"closest_match"	"match_index"	"match_value"	"distance"	"affyLog_18h"
"SVEN_1324"	"SMD02318"	1482918	1483553	"-"	"hypothetical protein"	"1"	1	14.086	47	2.25046839133333
"SVEN_2568"	"SMD04084"	2794487	2795647	"+"	"Isovaleryl-CoA dehydrogenase"	"1"	311	10.1075	100	2.05230054533333
"SVEN_4635"	"SMD07086"	4990869	4992512	"+"	"putative secreted protein"	"1"	121	10.8495	42	1.48742992
"SVEN_4658"	"SMD07114"	5012494	5014317	"+"	"Phosphoenolpyruvate carboxykinase"	"1"	111	10.8925	105	0.679792977
"SVEN_2718"	"SMD04288"	2958982	2960412	"-"	"NADP-dependent malic enzyme"	"1"	177	10.5054	79	0.607542910666668
"SVEN_1452"	"SMD02500"	1622851	1629339	"-"	"hypothetical protein"	"1"	45	11.5591	207	0.427576982
"SVEN_3212"	"SMD05002"	3520953	3521873	"-"	"hypothetical protein"	"1"	131	10.7742	1	0.403076999333333
"SVEN_1057"	"SMD01902"	1200070	1201581	"-"	"Inosine-5-monophosphate dehydrogenase"	"1"	55	11.5161	67	0.393290159666668
"SVEN_4657"	"SMD07112"	5011596	5012297	"-"	"Predicted membrane protein hemolysin III"	"1"	111	10.8925	92	0.352745963333334
"SVEN_2562"	"SMD04076"	2787486	2788454	"+"	"membrane transport protein"	"1"	153	10.6452	6	0.334551142333334
"SVEN_1463"	"SMD02522"	1640205	1641560	"+"	"CoA transferase%2C CAIB or BAIF family"	"1"	225	10.3333	89	0.323955059666667
"SVEN_5469"	"SMD08247"	5929822	5932236	"+"	"GTP pyrophosphokinase%2C (p)ppGpp synthetase I"	"1"	283	10.2151	118	0.321572986666666
"SVEN_4909"	"SMD07462"	5287725	5288138	"-"	"putative anti-sigma factor"	"1"	61	11.4839	297	0.321033691
"SVEN_5328"	"SMD08050"	5756200	5756892	"+"	"integral membrane protein"	"1"	29	11.7527	74	0.293650092666667
"SVEN_0417"	"SMD00980"	444695	446164	"+"	"Possible Glycerol kinase"	"1"	27	11.7527	38	0.289890321333334
"SVEN_0416"	"SMD00976"	443417	444391	"-"	"hypothetical protein"	"1"	27	11.7527	266	0.278405913333333
"SVEN_4894"	"SMD07444"	5270364	5271119	"+"	"Circumsporozoite protein"	"1"	13	12.2796	78	0.275563675666668
"SVEN_5327"	"SMD08049"	5755093	5756124	"-"	"Adenosine deaminase"	"1"	29	11.7527	2	0.241065881000003
"SVEN_0069"	"SMD00494"	63980	64291	"-"	"hypothetical protein"	"1"	39	11.5699	44	0.226659863333333
"SVEN_4169"	"SMD06428"	4512926	4513621	"+"	"hypothetical protein"	"1"	231	10.3333	14	0.223182216000001
"SVEN_6976"	"SMD10333"	7632335	7633309	"-"	"Thioredoxin reductase"	"1"	197	10.4301	89	0.203164114
"SVEN_2049"	"SMD03369"	2262300	2262968	"+"	"O-methyltransferase"	"1"	109	10.9247	247	0.199140168333333
"SVEN_4126"	"SMD06358"	4465115	4465597	"-"	"Phosphoglycerate mutase family"	"1"	317	10.1075	295	0.195689888333333
"SVEN_2392"	"SMD03832"	2590076	2591578	"-"	"Dihydrofolate synthase or Folylpolyglutamate synthase"	"1"	113	10.8817	248	0.181637831
"SVEN_5648"	"SMD08499"	6130837	6131715	"+"	"hypothetical protein"	"1"	167	10.6022	160	0.170760352000001
"SVEN_2734"	"SMD04312"	2982832	2984199	"+"	"Alpha-glucosides-binding periplasmic protein AglE precursor"	"1"	313	10.1075	221	0.154427480333334
"SVEN_6232"	"SMD09296"	6789392	6791053	"-"	"hypothetical protein"	"1"	269	10.2688	2	0.154302147333334
"SVEN_7260"	"SMD10738"	7988264	7988809	"+"	"hypothetical protein"	"1"	67	11.3763	62	0.151472017666666
"SVEN_3449"	"SMD05356"	3765923	3766558	"+"	"isomerase"	"1"	143	10.6989	179	0.145690577666667
"SVEN_5276"	"SMD07978"	5703005	5704297	"+"	"Signal recognition particle receptor protein FtsY"	"1"	149	10.6774	187	0.141238061333333
"SVEN_0740"	"SMD01430"	850905	851987	"+"	"hypothetical protein"	"1"	105	10.9677	264	0.140650221
"SVEN_1104"	"SMD01976"	1248549	1249067	"-"	"Secreted protein"	"1"	63	11.4409	120	0.118438613333334
"SVEN_6432"	"SMD09568"	7017861	7018673	"-"	"putative enoyl-CoA hydratase"	"1"	31	11.7527	138	0.11792203
"SVEN_4992"	"SMD07576"	5371791	5372735	"-"	"putative membrane protein"	"1"	123	10.8495	141	0.114430090666668
"SVEN_6782"	"SMD10055"	7428720	7429781	"+"	"Dihydrodipicolinate reductase"	"1"	239	10.3118	13	0.111358942666667
"SVEN_1625"	"SMD02776"	1813089	1815791	"+"	"ATP-dependent RNA helicase"	"1"	293	10.172	10	0.110727280999999
"SVEN_5340"	"SMD08069"	5769625	5772303	"+"	"ATP or GTP-binding protein"	"1"	193	10.4516	248	0.105077883666667
"SVEN_4081"	"SMD06290"	4420764	4421747	"+"	"putative Adenosine kinase"	"1"	277	10.2581	40	0.103105030333334
"SVEN_6922"	"SMD10252"	7570332	7573088	"+"	"hypothetical protein"	"1"	273	10.2688	146	0.0974048463333332
"SVEN_4315"	"SMD06634"	4671433	4673412	"+"	"NADH-ubiquinone oxidoreductase chain L"	"1"	15	12.1613	46	0.0927019536666664
"SVEN_3404"	"SMD05284"	3721314	3722183	"-"	"putative lipase or esterase"	"1"	7	12.7634	91	0.0912580560000009
"SVEN_5728"	"SMD08600"	6212975	6213826	"+"	"site-specific recombinase%2C phage integrase family"	"1"	213	10.3763	197	0.0887599356666655
"SVEN_2089"	"SMD03421"	2287403	2288266	"+"	"hypothetical protein"	"1"	191	10.4516	13	0.0794423903333339
"SVEN_3573"	"SMD05523"	3884814	3885965	"+"	"hypothetical protein"	"1"	221	10.3441	35	0.0678898843333338
"SVEN_3722"	"SMD05733"	4042227	4043207	"-"	"putative MerR-family transcriptional regulator"	"1"	59	11.4839	32	0.0634350943333333
"SVEN_3572"	"SMD05520"	3882925	3884718	"-"	"hypothetical protein"	"1"	221	10.3441	131	0.0602167676666667
"SVEN_1246"	"SMD02209"	1399436	1400113	"+"	"DNA-binding response regulator%2C LuxR family"	"1"	47	11.5484	172	0.0503233290000002
"SVEN_3109"	"SMD04852"	3408846	3410075	"+"	"acetyl-CoA acetyltransferase"	"1"	217	10.3656	18	0.0433482103333338
"SVEN_3019"	"SMD04726"	3294396	3295013	"-"	"hypothetical protein"	"1"	205	10.3978	118	0.0355884829999997
"SVEN_3367"	"SMD05233"	3686666	3687424	"+"	"Cytochrome oxidase biogenesis protein Surf1"	"1"	315	10.1075	188	0.0333996650000001
"SVEN_5521"	"SMD08323"	6001111	6001800	"-"	"Transcriptional regulator%2C TetR family"	"1"	265	10.2688	202	0.0310777569999994
"SVEN_1799"	"SMD03022"	2005229	2006593	"-"	"hypothetical protein"	"1"	163	10.6237	116	0.0305893150000003
"SVEN_4252"	"SMD06543"	4601577	4603829	"-"	"secreted protein"	"1"	171	10.5806	157	0.0286773390000006
"SVEN_4993"	"SMD07580"	5372984	5374093	"+"	"hypothetical protein"	"1"	123	10.8495	108	0.0255058626666669
"SVEN_3448"	"SMD05353"	3764790	3765677	"-"	"LysR-family transcriptional regulatory protein"	"1"	143	10.6989	67	0.0227988869999995
"SVEN_4040"	"SMD06221"	4375040	4375405	"+"	"hypothetical protein"	"1"	307	10.129	2	0.0176618643333342
"SVEN_0258"	"SMD00765"	271714	272655	"-"	"Fructokinase"	"1"	253	10.2796	139	0.0167178449999987
"SVEN_7149"	"SMD10589"	7848891	7849697	"-"	"hypothetical protein"	"1"	41	11.5699	13	0.0114600403333336
"SVEN_5976"	"SMD08951"	6506491	6506820	"+"	"Polyketide cyclase WhiE VII"	"1"	135	10.7527	246	0.0109651979999983
"SVEN_1017"	"SMD01838"	1160057	1160647	"+"	"hypothetical protein"	"1"	5	12.8065	23	0.00808012400000102
"SVEN_1016"	"SMD01835"	1159613	1160053	"-"	"Transcriptional regulator%2C AsnC family"	"1"	5	12.8065	19	0.00417136533333284
"SVEN_5132"	"SMD07784"	5539056	5539619	"-"	"hypothetical protein"	"1"	125	10.8172	35	0.00399369166666652
"SVEN_1497"	"SMD02579"	1672949	1673557	"+"	"Cob(I)alamin adenosyltransferase"	"1"	93	11.0108	40	0.0032264573333336
"SVEN_3305"	"SMD05143"	3615125	3615769	"+"	"two-component system response regulator"	"1"	295	10.172	50	0.000981165666667394
