"gene.tag"	"gene_old_tag"	"gene_start"	"gene_end"	"strand"	"product"	"closest_match"	"match_index"	"match_value"	"distance"	"affyLog_16h"
"SVEN_5967"	"SMD08936"	6497381	6498532	"-"	"Butyryl-CoA dehydrogenase"	"1"	201	10.4086	299	3.16916317933334
"SVEN_2568"	"SMD04084"	2794487	2795647	"+"	"Isovaleryl-CoA dehydrogenase"	"1"	311	10.1075	100	1.93012545766667
"SVEN_5966"	"SMD08934"	6496567	6497352	"-"	"Electron transfer flavoprotein%2C beta subunit"	"1"	267	10.2688	231	1.607951377
"SVEN_1324"	"SMD02318"	1482918	1483553	"-"	"hypothetical protein"	"1"	1	14.086	47	0.648977336666665
"SVEN_3572"	"SMD05520"	3882925	3884718	"-"	"hypothetical protein"	"1"	221	10.3441	131	0.543954909
"SVEN_1463"	"SMD02522"	1640205	1641560	"+"	"CoA transferase%2C CAIB or BAIF family"	"1"	225	10.3333	89	0.482884665666667
"SVEN_4492"	"SMD06886"	4847341	4848108	"-"	"hypothetical protein"	"1"	155	10.6452	47	0.449681160000001
"SVEN_2392"	"SMD03832"	2590076	2591578	"-"	"Dihydrofolate synthase or Folylpolyglutamate synthase"	"1"	113	10.8817	248	0.44716922066667
"SVEN_1104"	"SMD01976"	1248549	1249067	"-"	"Secreted protein"	"1"	63	11.4409	120	0.441720273333335
"SVEN_4657"	"SMD07112"	5011596	5012297	"-"	"Predicted membrane protein hemolysin III"	"1"	111	10.8925	92	0.387979965666666
"SVEN_7260"	"SMD10738"	7988264	7988809	"+"	"hypothetical protein"	"1"	67	11.3763	62	0.352401161333335
"SVEN_6305"	"SMD09397"	6878701	6879666	"-"	"L-malyl-CoA or beta-methylmalyl-CoA lyase%2C actinobacterial type"	"1"	203	10.4086	68	0.345278176333334
"SVEN_6700"	"SMD09940"	7333933	7334448	"-"	"hypothetical protein"	"1"	339	10.043	16	0.337407291333332
"SVEN_3367"	"SMD05233"	3686666	3687424	"+"	"Cytochrome oxidase biogenesis protein Surf1"	"1"	315	10.1075	188	0.318031258333333
"SVEN_5976"	"SMD08951"	6506491	6506820	"+"	"Polyketide cyclase WhiE VII"	"1"	135	10.7527	246	0.313276771
"SVEN_1625"	"SMD02776"	1813089	1815791	"+"	"ATP-dependent RNA helicase"	"1"	293	10.172	10	0.310284932666666
"SVEN_5469"	"SMD08247"	5929822	5932236	"+"	"GTP pyrophosphokinase%2C (p)ppGpp synthetase I"	"1"	283	10.2151	118	0.29577937
