"gene.tag"	"gene_old_tag"	"gene_start"	"gene_end"	"strand"	"product"	"closest_match"	"match_index"	"match_value"	"distance"	"affyLog_8h"
"SVEN_5967"	"SMD08936"	6497381	6498532	"-"	"Butyryl-CoA dehydrogenase"	"1"	201	10.4086	299	-1.70054850366667
"SVEN_4657"	"SMD07112"	5011596	5012297	"-"	"Predicted membrane protein hemolysin III"	"1"	111	10.8925	92	-0.945204825000001
"SVEN_2794"	"SMD04403"	3066218	3067156	"-"	"hypothetical protein"	"1"	21	11.9032	25	-0.729921686666668
"SVEN_1324"	"SMD02318"	1482918	1483553	"-"	"hypothetical protein"	"1"	1	14.086	47	-0.677111996666666
"SVEN_4658"	"SMD07114"	5012494	5014317	"+"	"Phosphoenolpyruvate carboxykinase"	"1"	111	10.8925	105	-0.652880294333334
"SVEN_1497"	"SMD02579"	1672949	1673557	"+"	"Cob(I)alamin adenosyltransferase"	"1"	93	11.0108	40	-0.636949738333334
"SVEN_3213"	"SMD05004"	3522024	3522695	"+"	"integral membrane protein"	"1"	131	10.7742	152	-0.570526113666666
"SVEN_5966"	"SMD08934"	6496567	6497352	"-"	"Electron transfer flavoprotein%2C beta subunit"	"1"	267	10.2688	231	-0.527500184000001
"SVEN_7046"	"SMD10434"	7712707	7713921	"-"	"hypothetical protein"	"1"	289	10.1828	284	-0.457171644333334
"SVEN_6147"	"SMD09184"	6702997	6703440	"+"	"hypothetical protein"	"1"	69	11.3333	2	-0.407989075666666
"SVEN_1909"	"SMD03174"	2127691	2129661	"+"	"hypothetical protein"	"1"	99	10.9892	183	-0.396692118666667
"SVEN_3404"	"SMD05284"	3721314	3722183	"-"	"putative lipase or esterase"	"1"	7	12.7634	91	-0.394149838000001
"SVEN_4252"	"SMD06543"	4601577	4603829	"-"	"secreted protein"	"1"	171	10.5806	157	-0.373720414000001
"SVEN_4315"	"SMD06634"	4671433	4673412	"+"	"NADH-ubiquinone oxidoreductase chain L"	"1"	15	12.1613	46	-0.369481207333331
"SVEN_6305"	"SMD09397"	6878701	6879666	"-"	"L-malyl-CoA or beta-methylmalyl-CoA lyase%2C actinobacterial type"	"1"	203	10.4086	68	-0.314744621000001
"SVEN_4634"	"SMD07084"	4989373	4990713	"-"	"hypothetical protein"	"1"	121	10.8495	114	-0.279702999666666
"SVEN_5328"	"SMD08050"	5756200	5756892	"+"	"integral membrane protein"	"1"	29	11.7527	74	-0.273003287666667
"SVEN_2718"	"SMD04288"	2958982	2960412	"-"	"NADP-dependent malic enzyme"	"1"	177	10.5054	79	-0.270004033666664
"SVEN_5132"	"SMD07784"	5539056	5539619	"-"	"hypothetical protein"	"1"	125	10.8172	35	-0.262464613000001
"SVEN_3572"	"SMD05520"	3882925	3884718	"-"	"hypothetical protein"	"1"	221	10.3441	131	-0.259508141666668
"SVEN_3305"	"SMD05143"	3615125	3615769	"+"	"two-component system response regulator"	"1"	295	10.172	50	-0.225844152000001
"SVEN_4818"	"SMD07343"	5180859	5181725	"+"	"putative hydrolase"	"1"	141	10.7419	256	-0.211966565
"SVEN_3722"	"SMD05733"	4042227	4043207	"-"	"putative MerR-family transcriptional regulator"	"1"	59	11.4839	32	-0.205999512000001
"SVEN_4909"	"SMD07462"	5287725	5288138	"-"	"putative anti-sigma factor"	"1"	61	11.4839	297	-0.204963682666666
"SVEN_0416"	"SMD00976"	443417	444391	"-"	"hypothetical protein"	"1"	27	11.7527	266	-0.197960589333334
"SVEN_6677"	"SMD09909"	7301865	7302779	"+"	"OpcA%2C glucose-6-phosphate dehydrogenase effector"	"1"	321	10.1075	13	-0.197691160333333
"SVEN_1452"	"SMD02500"	1622851	1629339	"-"	"hypothetical protein"	"1"	45	11.5591	207	-0.192162301333333
"SVEN_6232"	"SMD09296"	6789392	6791053	"-"	"hypothetical protein"	"1"	269	10.2688	2	-0.188198759333334
"SVEN_1625"	"SMD02776"	1813089	1815791	"+"	"ATP-dependent RNA helicase"	"1"	293	10.172	10	-0.161112531333333
"SVEN_2049"	"SMD03369"	2262300	2262968	"+"	"O-methyltransferase"	"1"	109	10.9247	247	-0.160213418
