# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests	neg_sites_in_bin	neg_sites	neg_adj_pvalue	log_neg_adj_pvalue	fisher_adj_pvalue	log_fisher_adj_pvalue
   1	1                         MEME	1.0e-019	   2.0e-022	         -49.97	         0.0	       42	        482	          29	         36	  0.08714	8.3e-025	       240	           9	        140	1.0e0000	           0.00		1.6e-016	         -36.35	
   1	2                         MEME	1.2e-004	   2.3e-007	         -15.28	         0.0	       44	        494	          13	         20	  0.08907	9.4e-010	       246	           2	         27	1.0e0000	           0.00		9.2e-003	          -4.69	
   1	3                         MEME	2.2e-002	   4.4e-005	         -10.03	         0.0	       33	        493	          10	         20	  0.06694	1.8e-007	       246	           4	         51	1.0e0000	           0.00		5.0e-002	          -3.00	
   2	AWWA                     DREME	1.5e-005	   3.1e-008	         -17.30	         0.0	       53	        497	          18	         29	  0.10664	1.2e-010	       248	          10	         92	1.0e0000	           0.00		2.9e-005	         -10.45	
   2	AAWK                     DREME	1.0e0000	   2.0e-003	          -6.22	         0.0	      185	        497	          24	         31	  0.37223	8.0e-006	       248	          67	        183	1.0e0000	           0.00		5.7e-003	          -5.16	
   2	ATCSGW                   DREME	7.3e0000	   1.5e-002	          -4.23	         0.0	       69	        495	          14	         31	  0.13939	5.9e-005	       247	          16	        142	1.0e0000	           0.00		1.1e-002	          -4.48	
   2	GAKCACA                  DREME	2.4e0000	   4.7e-003	          -5.36	         0.0	      150	        494	          22	         32	  0.30364	1.9e-005	       246	          89	        291	1.0e0000	           0.00		7.6e-003	          -4.88	
   2	ATW                      DREME	1.1e-002	   2.1e-005	         -10.77	         0.0	      152	        498	          26	         35	  0.30522	8.5e-008	       248	          84	        273	1.0e0000	           0.00		2.3e-004	          -8.40	
   3	EXPREG_00000020 LexA_C.glutamicum	6.4e-001	   1.3e-003	          -6.67	         0.0	       44	        484	          10	         21	  0.09091	5.3e-006	       241	           6	        103	1.0e0000	           0.00		2.4e-003	          -6.04	
   3	EXPREG_00000050  PhoP_Y.pestis	9.3e-005	   1.8e-007	         -15.50	         0.0	       38	        480	          11	         15	  0.07917	7.7e-010	       239	           5	         31	1.0e0000	          -0.00		5.8e-002	          -2.85	
   3	EXPREG_000000e0 CcpA_S.pneumoniae	4.8e0000	   9.6e-003	          -4.65	         0.0	       89	        481	           6	          6	  0.18503	4.0e-005	       240	           2	         12	1.0e0000	           0.00		3.0e-001	          -1.19	
   3	EXPREG_00000290 LuxR_V.campbellii	8.2e-001	   1.6e-003	          -6.42	         0.0	       46	        480	           7	         10	  0.09583	6.9e-006	       239	           3	         22	1.0e0000	           0.00		5.2e-001	          -0.66	
   3	EXPREG_00000370 Fur_A.ferrooxidans	2.1e-001	   4.2e-004	          -7.77	         0.0	       44	        480	          10	         19	  0.09167	1.8e-006	       239	           2	         32	1.0e0000	           0.00		7.0e-002	          -2.66	
   3	EXPREG_000007c0     Fur_E.coli	3.4e0000	   6.7e-003	          -5.01	         0.0	       58	        470	           5	          5	  0.12340	2.9e-005	       234	           0	          2	1.0e0000	           0.00		1.0e0000	          -0.00	
   3	EXPREG_00000810 OmpR_S.enterica	1.8e-003	   3.6e-006	         -12.53	         0.0	       36	        492	          12	         23	  0.07317	1.5e-008	       245	          11	        192	1.0e0000	           0.00		1.7e-005	         -10.99	
   3	EXPREG_00000840     Lrp_E.coli	8.3e-001	   1.7e-003	          -6.40	         0.0	      176	        486	          19	         23	  0.36214	6.8e-006	       242	          64	        160	1.0e0000	           0.00		3.4e-002	          -3.38	
   3	EXPREG_000008b0 Fur_V.cholerae	8.3e-003	   1.6e-005	         -11.01	         0.0	       62	        478	          10	         12	  0.12971	6.9e-008	       238	           2	         18	1.0e0000	           0.00		2.8e-002	          -3.58	
   3	EXPREG_000008e0 PhoP_S.enterica	2.7e-001	   5.4e-004	          -7.52	         0.0	       56	        474	           7	          8	  0.11814	2.3e-006	       236	           4	         15	1.0e0000	          -0.00		8.6e-001	          -0.15	
   3	EXPREG_00000950    PhoP_E.coli	3.1e0000	   6.1e-003	          -5.10	         0.0	       34	        478	           4	          4	  0.07113	2.6e-005	       238	           0	          6	1.0e0000	           0.00		6.8e-001	          -0.39	
   3	EXPREG_000009a0 AmpR_P.aeruginosa	1.6e-004	   3.2e-007	         -14.96	         0.0	       57	        485	          19	         35	  0.11753	1.3e-009	       242	          29	        230	1.0e0000	           0.00		3.4e-005	         -10.28	
   3	EXPREG_00000b00    CsgD_E.coli	4.1e-004	   8.2e-007	         -14.01	         0.0	      148	        484	          25	         30	  0.30579	3.4e-009	       241	          21	         79	1.0e0000	           0.00		2.1e-005	         -10.78	
   3	EXPREG_00000b50 Vfr_P.aeruginosa	1.0e-001	   2.0e-004	          -8.50	         0.0	       47	        469	          12	         24	  0.10021	8.7e-007	       234	           9	         98	1.0e0000	           0.00		5.3e-003	          -5.24	
   3	EXPREG_00000c80 Fur_P.aeruginosa	5.6e-003	   1.1e-005	         -11.41	         0.0	       60	        482	          10	         12	  0.12448	4.6e-008	       240	           4	         18	1.0e0000	           0.00		3.0e-001	          -1.22	
   3	EXPREG_00000d10 CcpA_C.difficile	4.7e-003	   9.3e-006	         -11.59	         0.0	       57	        485	           9	         10	  0.11753	3.8e-008	       242	           4	         20	1.0e0000	           0.00		9.5e-002	          -2.35	
   3	EXPREG_00000ec0 Fur_N.gonorrhoeae	2.5e-003	   5.0e-006	         -12.21	         0.0	       73	        477	          14	         19	  0.15304	2.1e-008	       238	           8	         29	1.0e0000	          -0.00		3.9e-001	          -0.95	
   3	EXPREG_00000f90 GlxR_C.glutamicum	8.2e0000	   1.6e-002	          -4.12	         0.0	      283	        475	          23	         24	  0.59579	6.9e-005	       237	          82	        133	1.0e0000	           0.00		8.7e-002	          -2.44	
   3	EXPREG_00001030 CRP_V.vulnificus	1.4e-001	   2.8e-004	          -8.20	         0.0	      126	        476	          12	         13	  0.26471	1.2e-006	       237	           8	         27	1.0e0000	           0.00		5.0e-002	          -3.00	
   3	EXPREG_000010c0 CodY_B.anthracis	4.6e-001	   9.2e-004	          -6.99	         0.0	       30	        490	           6	          9	  0.06122	3.8e-006	       244	           1	         26	1.0e0000	           0.00		7.7e-002	          -2.56	
   3	EXPREG_00001110 Fur_P.syringae	7.0e-004	   1.4e-006	         -13.49	         0.0	       64	        484	          17	         28	  0.13223	5.7e-009	       241	          25	        174	1.0e0000	           0.00		1.3e-004	          -8.95	
   3	EXPREG_00001190  PhhR_P.putida	1.3e0000	   2.6e-003	          -5.94	         0.0	      162	        472	          16	         19	  0.34322	1.1e-005	       235	          21	         66	1.0e0000	           0.00		1.3e-002	          -4.32	
   3	EXPREG_00001520  CcpA_L.lactis	7.6e0000	   1.5e-002	          -4.20	         0.0	       65	        487	           7	         10	  0.13347	6.2e-005	       243	           2	         24	1.0e0000	           0.00		1.5e-001	          -1.92	
   3	EXPREG_00001560 OxyR_P.aeruginosa	2.1e-001	   4.2e-004	          -7.78	         0.0	       47	        461	          12	         25	  0.10195	1.8e-006	       230	           7	         36	1.0e0000	          -0.00		9.9e-001	          -0.01	
