prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	8	1	9	13	4.67e-23	4.20e-22
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	8	4	9	13	2.37e-20	2.14e-19
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	8	6	9	13	2.37e-20	2.14e-19
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	8	8	9	13	1.20e-17	1.08e-16
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	7	1	3	13	2.63e-07	2.37e-06
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	7	4	3	13	2.07e-06	1.86e-05
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.32e-16	7	6	3	13	2.07e-06	1.86e-05
meme.xml	2	MEME	prodoric	MX000006	SpoIIID	0	1	prodoric	3	MEME	1.21e-01	20	1	4	28	2.11e-08	1.90e-07
meme.xml	2	MEME	prodoric	MX000006	SpoIIID	0	1	prodoric	3	MEME	1.21e-01	20	4	4	28	3.27e-07	2.94e-06
meme.xml	2	MEME	prodoric	MX000006	SpoIIID	0	1	prodoric	3	MEME	1.21e-01	20	6	4	28	3.27e-07	2.94e-06
meme.xml	2	MEME	prodoric	MX000001	MexR	0	0	prodoric	3	MEME	6.13e+00	13	1	2	3	1.12e-06	1.01e-05
meme.xml	2	MEME	prodoric	MX000001	MexR	0	0	prodoric	3	MEME	6.13e+00	13	4	2	3	4.49e-06	4.04e-05
meme.xml	2	MEME	prodoric	MX000001	MexR	0	0	prodoric	3	MEME	6.13e+00	13	6	2	3	4.49e-06	4.04e-05
meme.xml	2	MEME	collectf	EXPREG_000009b0	LasR_P.aeruginosa	1	4	.	.	.	9.77e-11	19	0	8	25	1.82e-17	1.64e-16
meme.xml	2	MEME	collectf	EXPREG_000009b0	LasR_P.aeruginosa	1	4	.	.	.	9.77e-11	19	4	8	25	4.53e-15	4.08e-14
meme.xml	2	MEME	collectf	EXPREG_000009b0	LasR_P.aeruginosa	1	4	.	.	.	9.77e-11	19	5	8	25	4.53e-15	4.08e-14
meme.xml	2	MEME	collectf	EXPREG_000009b0	LasR_P.aeruginosa	1	4	.	.	.	9.77e-11	19	8	8	25	1.10e-12	9.86e-12
meme.xml	2	MEME	prodoric	MX000165	MarA	0	1	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.41e-08	16	0	7	25	4.53e-15	4.08e-14
meme.xml	2	MEME	prodoric	MX000165	MarA	0	1	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.41e-08	16	4	7	25	5.63e-13	5.07e-12
meme.xml	2	MEME	prodoric	MX000165	MarA	0	1	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.41e-08	16	5	7	25	5.63e-13	5.07e-12
meme.xml	2	MEME	prodoric	MX000165	MarA	0	1	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.41e-08	16	8	7	25	6.79e-11	6.11e-10
meme.xml	2	MEME	prodoric	MX000117	CspA	0	0	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.19e+00	22	1	3	17	3.73e-07	3.35e-06
meme.xml	2	MEME	prodoric	MX000117	CspA	0	0	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.19e+00	22	4	3	17	2.93e-06	2.63e-05
meme.xml	2	MEME	prodoric	MX000117	CspA	0	0	prodoric	EXPREG_000009b0	LasR_P.aeruginosa	2.19e+00	22	6	3	17	2.93e-06	2.63e-05
meme.xml	2	MEME	prodoric	MX000174	SoxS	0	3	.	.	.	8.38e-05	18	4	6	21	1.55e-11	1.40e-10
meme.xml	2	MEME	prodoric	MX000174	SoxS	0	3	.	.	.	8.38e-05	18	0	5	21	4.99e-11	4.49e-10
meme.xml	2	MEME	prodoric	MX000174	SoxS	0	3	.	.	.	8.38e-05	18	8	6	21	9.46e-10	8.51e-09
meme.xml	2	MEME	prodoric	MX000174	SoxS	0	3	.	.	.	8.38e-05	18	5	5	21	1.56e-09	1.40e-08
meme.xml	2	MEME	prodoric	MX000157	PdhR	0	0	prodoric	MX000174	SoxS	8.33e+00	24	4	4	41	1.44e-06	1.29e-05
meme.xml	2	MEME	prodoric	MX000186	AlgZ	0	0	.	.	.	3.73e-03	33	1	3	3	6.75e-10	6.08e-09
meme.xml	2	MEME	prodoric	MX000186	AlgZ	0	0	.	.	.	3.73e-03	33	4	3	3	5.40e-09	4.86e-08
meme.xml	2	MEME	prodoric	MX000186	AlgZ	0	0	.	.	.	3.73e-03	33	6	3	3	5.40e-09	4.86e-08
meme.xml	2	MEME	prodoric	MX000186	AlgZ	0	0	.	.	.	3.73e-03	33	8	3	3	4.32e-08	3.89e-07
meme.xml	2	MEME	prodoric	MX000104	FleQ	0	1	prodoric	MX000186	AlgZ	6.04e+00	36	0	3	23	1.07e-06	9.61e-06
meme.xml	2	MEME	prodoric	MX000126	FlhD2C2	0	0	.	.	.	1.56e-02	1	1	3	4	2.88e-09	2.59e-08
meme.xml	2	MEME	prodoric	MX000126	FlhD2C2	0	0	.	.	.	1.56e-02	1	4	3	4	2.30e-08	2.07e-07
meme.xml	2	MEME	prodoric	MX000126	FlhD2C2	0	0	.	.	.	1.56e-02	1	6	3	4	2.30e-08	2.07e-07
meme.xml	2	MEME	prodoric	MX000126	FlhD2C2	0	0	.	.	.	1.56e-02	1	8	3	4	1.84e-07	1.65e-06
meme.xml	2	MEME	collectf	EXPREG_00000700	IHF_P.putida	2	0	.	.	.	1.26e-01	32	0	3	7	2.25e-08	2.03e-07
meme.xml	2	MEME	collectf	EXPREG_00000700	IHF_P.putida	2	0	.	.	.	1.26e-01	32	4	3	7	1.79e-07	1.61e-06
meme.xml	2	MEME	collectf	EXPREG_00000700	IHF_P.putida	2	0	.	.	.	1.26e-01	32	5	3	7	1.79e-07	1.61e-06
meme.xml	2	MEME	collectf	EXPREG_00000700	IHF_P.putida	2	0	.	.	.	1.26e-01	32	8	3	7	1.42e-06	1.28e-05
meme.xml	2	MEME	prodoric	MX000143	GcvA	0	0	.	.	.	1.18e+00	110	0	3	14	2.00e-07	1.80e-06
meme.xml	2	MEME	prodoric	MX000143	GcvA	0	0	.	.	.	1.18e+00	30	1	3	14	2.00e-07	1.80e-06
meme.xml	2	MEME	prodoric	MX000143	GcvA	0	0	.	.	.	1.18e+00	30	4	3	14	1.58e-06	1.42e-05
meme.xml	2	MEME	prodoric	MX000143	GcvA	0	0	.	.	.	1.18e+00	110	4	3	14	1.58e-06	1.42e-05
meme.xml	2	MEME	prodoric	MX000143	GcvA	0	0	.	.	.	1.18e+00	110	5	3	14	1.58e-06	1.42e-05
meme.xml	2	MEME	prodoric	MX000143	GcvA	0	0	.	.	.	1.18e+00	30	6	3	14	1.58e-06	1.42e-05
meme.xml	2	MEME	prodoric	MX000151	NhaR	0	0	.	.	.	2.00e+00	42	1	2	2	3.54e-07	3.19e-06
meme.xml	2	MEME	prodoric	MX000151	NhaR	0	0	.	.	.	2.00e+00	42	4	2	2	1.42e-06	1.28e-05
meme.xml	2	MEME	prodoric	MX000151	NhaR	0	0	.	.	.	2.00e+00	42	6	2	2	1.42e-06	1.28e-05
meme.xml	2	MEME	prodoric	MX000197	NatA	0	0	.	.	.	2.00e+00	6	1	4	56	3.45e-07	3.10e-06
meme.xml	2	MEME	prodoric	MX000197	NatA	0	0	.	.	.	2.00e+00	111	1	4	56	3.45e-07	3.10e-06
meme.xml	2	MEME	prodoric	MX000197	NatA	0	0	.	.	.	2.00e+00	117	1	4	56	3.45e-07	3.10e-06
meme.xml	2	MEME	prodoric	MX000207	McbR	0	0	.	.	.	2.07e+00	6	1	2	2	3.81e-07	3.43e-06
meme.xml	2	MEME	prodoric	MX000207	McbR	0	0	.	.	.	2.07e+00	6	4	2	2	1.52e-06	1.37e-05
meme.xml	2	MEME	prodoric	MX000207	McbR	0	0	.	.	.	2.07e+00	6	6	2	2	1.52e-06	1.37e-05
meme.xml	2	MEME	regtransbase	GntR_Rhodobacterales	.	2	0	.	.	.	2.10e+00	108	1	2	2	3.93e-07	3.53e-06
meme.xml	2	MEME	regtransbase	GntR_Rhodobacterales	.	2	0	.	.	.	2.10e+00	108	4	2	2	1.57e-06	1.41e-05
meme.xml	2	MEME	regtransbase	GntR_Rhodobacterales	.	2	0	.	.	.	2.10e+00	108	6	2	2	1.57e-06	1.41e-05
meme.xml	2	MEME	prodoric	MX000007	ArgR	0	1	.	.	.	2.11e+00	41	0	3	16	3.88e-07	3.49e-06
meme.xml	2	MEME	prodoric	MX000007	ArgR	0	1	.	.	.	2.11e+00	41	4	3	16	3.05e-06	2.74e-05
meme.xml	2	MEME	prodoric	MX000007	ArgR	0	1	.	.	.	2.11e+00	41	5	3	16	3.05e-06	2.74e-05
meme.xml	2	MEME	collectf	EXPREG_000006f0	IHF_P.putida	3	1	.	.	.	2.20e+00	20	1	2	2	4.31e-07	3.88e-06
meme.xml	2	MEME	collectf	EXPREG_000006f0	IHF_P.putida	3	1	.	.	.	2.20e+00	20	4	2	2	1.72e-06	1.55e-05
meme.xml	2	MEME	collectf	EXPREG_000006f0	IHF_P.putida	3	1	.	.	.	2.20e+00	20	6	2	2	1.72e-06	1.55e-05
meme.xml	2	MEME	regtransbase	Crp_Gammaproteobacteria	.	0	0	.	.	.	3.51e+00	40	8	4	16	6.78e-07	6.10e-06
meme.xml	2	MEME	regtransbase	Crp_Gammaproteobacteria	.	0	0	.	.	.	3.51e+00	40	4	3	16	3.49e-06	3.14e-05
meme.xml	2	MEME	prodoric	MX000192	NnrR	0	0	.	.	.	6.00e+00	128	0	2	3	1.08e-06	9.69e-06
meme.xml	2	MEME	prodoric	MX000192	NnrR	0	0	.	.	.	6.00e+00	128	4	2	3	4.30e-06	3.87e-05
meme.xml	2	MEME	prodoric	MX000192	NnrR	0	0	.	.	.	6.00e+00	128	5	2	3	4.30e-06	3.87e-05
meme.xml	2	MEME	prodoric	MX000114	Ada	0	0	.	.	.	6.27e+00	102	1	2	3	1.18e-06	1.06e-05
meme.xml	2	MEME	prodoric	MX000114	Ada	0	0	.	.	.	6.27e+00	102	4	2	3	4.70e-06	4.23e-05
meme.xml	2	MEME	prodoric	MX000114	Ada	0	0	.	.	.	6.27e+00	102	6	2	3	4.70e-06	4.23e-05
meme.xml	2	MEME	prodoric	MX000128	Fur	0	0	.	.	.	6.32e+00	93	1	2	3	1.19e-06	1.07e-05
meme.xml	2	MEME	prodoric	MX000128	Fur	0	0	.	.	.	6.32e+00	93	4	2	3	4.77e-06	4.29e-05
meme.xml	2	MEME	prodoric	MX000128	Fur	0	0	.	.	.	6.32e+00	93	6	2	3	4.77e-06	4.29e-05
meme.xml	2	MEME	dpinteract	fnr	.	2	0	.	.	.	6.37e+00	24	1	2	3	1.21e-06	1.09e-05
meme.xml	2	MEME	dpinteract	soxS	.	1	0	.	.	.	7.12e+00	35	3	2	3	1.52e-06	1.37e-05
meme.xml	2	MEME	collectf	EXPREG_00000fc0	BldD_S.coelicolor	0	1	.	.	.	9.31e+00	20	0	3	26	1.70e-06	1.53e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
