prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
prodoric	MX000202	CovR	dpinteract	metR	.	0	1	.	.	.	1.44e-01	12	4	4	15	2.61e-08	2.35e-07
prodoric	MX000202	CovR	dpinteract	metR	.	0	1	.	.	.	1.44e-01	12	1	3	15	3.02e-07	2.72e-06
prodoric	MX000202	CovR	dpinteract	metR	.	0	1	.	.	.	1.44e-01	12	8	4	15	4.04e-07	3.63e-06
prodoric	MX000202	CovR	dpinteract	metR	.	0	1	.	.	.	1.44e-01	12	6	3	15	2.38e-06	2.14e-05
prodoric	MX000202	CovR	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	1.54e-01	1	4	4	15	2.84e-08	2.56e-07
prodoric	MX000202	CovR	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	1.54e-01	1	1	3	15	3.23e-07	2.91e-06
prodoric	MX000202	CovR	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	1.54e-01	1	8	4	15	4.40e-07	3.96e-06
prodoric	MX000202	CovR	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	1.54e-01	1	6	3	15	2.54e-06	2.29e-05
prodoric	MX000202	CovR	prodoric	MX000013	Fur	0	0	.	.	.	2.23e-01	8	0	3	8	4.20e-08	3.78e-07
prodoric	MX000202	CovR	prodoric	MX000013	Fur	0	0	.	.	.	2.23e-01	8	4	3	8	3.33e-07	3.00e-06
prodoric	MX000202	CovR	prodoric	MX000013	Fur	0	0	.	.	.	2.23e-01	8	5	3	8	3.33e-07	3.00e-06
prodoric	MX000202	CovR	prodoric	MX000013	Fur	0	0	.	.	.	2.23e-01	8	8	3	8	2.63e-06	2.37e-05
prodoric	MX000202	CovR	prodoric	MX000178	TorR	0	0	.	.	.	1.88e+00	116	2	3	16	3.27e-07	2.94e-06
prodoric	MX000202	CovR	prodoric	MX000178	TorR	0	0	.	.	.	1.88e+00	116	6	3	16	2.57e-06	2.31e-05
prodoric	MX000202	CovR	prodoric	MX000178	TorR	0	0	.	.	.	1.88e+00	116	7	3	16	2.57e-06	2.31e-05
prodoric	MX000202	CovR	prodoric	MX000011	RhlR	0	0	.	.	.	2.11e+00	36	0	3	16	3.88e-07	3.49e-06
prodoric	MX000202	CovR	prodoric	MX000011	RhlR	0	0	.	.	.	2.11e+00	36	4	3	16	3.05e-06	2.74e-05
prodoric	MX000202	CovR	prodoric	MX000011	RhlR	0	0	.	.	.	2.11e+00	36	5	3	16	3.05e-06	2.74e-05
prodoric	MX000202	CovR	dpinteract	hns	.	2	0	.	.	.	2.75e+00	14	0	4	60	4.81e-07	4.33e-06
prodoric	MX000202	CovR	meme.xml	2	MEME	0	0	.	.	.	2.75e+00	18	2	3	17	5.27e-07	4.74e-06
prodoric	MX000202	CovR	meme.xml	2	MEME	0	0	.	.	.	2.75e+00	18	6	3	17	4.13e-06	3.72e-05
prodoric	MX000202	CovR	meme.xml	2	MEME	0	0	.	.	.	2.75e+00	18	7	3	17	4.13e-06	3.72e-05
prodoric	MX000202	CovR	prodoric	MX000066	SigE	0	1	.	.	.	2.81e+00	97	3	4	60	4.95e-07	4.45e-06
prodoric	MX000202	CovR	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	.	.	.	3.45e+00	0	8	5	36	6.05e-07	5.44e-06
prodoric	MX000202	CovR	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	.	.	.	3.45e+00	0	4	4	36	9.19e-07	8.27e-06
prodoric	MX000202	CovR	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	.	.	.	3.45e+00	0	6	4	36	9.19e-07	8.27e-06
prodoric	MX000202	CovR	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	.	.	.	3.45e+00	0	1	3	36	4.14e-06	3.73e-05
prodoric	MX000202	CovR	prodoric	MX000192	NnrR	0	0	.	.	.	6.00e+00	133	0	2	3	1.08e-06	9.69e-06
prodoric	MX000202	CovR	prodoric	MX000192	NnrR	0	0	.	.	.	6.00e+00	133	4	2	3	4.30e-06	3.87e-05
prodoric	MX000202	CovR	prodoric	MX000192	NnrR	0	0	.	.	.	6.00e+00	133	5	2	3	4.30e-06	3.87e-05
prodoric	MX000202	CovR	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	69	1	2	3	1.11e-06	9.98e-06
prodoric	MX000202	CovR	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	69	4	2	3	4.43e-06	3.99e-05
prodoric	MX000202	CovR	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	69	6	2	3	4.43e-06	3.99e-05
prodoric	MX000202	CovR	prodoric	MX000114	Ada	0	0	.	.	.	6.27e+00	107	1	2	3	1.18e-06	1.06e-05
prodoric	MX000202	CovR	prodoric	MX000114	Ada	0	0	.	.	.	6.27e+00	107	4	2	3	4.70e-06	4.23e-05
prodoric	MX000202	CovR	prodoric	MX000114	Ada	0	0	.	.	.	6.27e+00	107	6	2	3	4.70e-06	4.23e-05
prodoric	MX000202	CovR	regtransbase	GntR_Rhodobacterales	.	2	0	.	.	.	6.27e+00	113	1	2	3	1.18e-06	1.06e-05
prodoric	MX000202	CovR	regtransbase	GntR_Rhodobacterales	.	2	0	.	.	.	6.27e+00	113	4	2	3	4.70e-06	4.23e-05
prodoric	MX000202	CovR	regtransbase	GntR_Rhodobacterales	.	2	0	.	.	.	6.27e+00	113	6	2	3	4.70e-06	4.23e-05
prodoric	MX000202	CovR	dpinteract	lrp	.	1	0	.	.	.	8.45e+00	44	0	3	24	1.66e-06	1.50e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
