prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
dpinteract	metR	.	dpinteract	farR	.	0	0	.	.	.	7.02e-02	10	0	3	6	1.23e-08	1.11e-07
dpinteract	metR	.	dpinteract	farR	.	0	0	.	.	.	7.02e-02	10	4	3	6	9.83e-08	8.85e-07
dpinteract	metR	.	dpinteract	farR	.	0	0	.	.	.	7.02e-02	10	5	3	6	9.83e-08	8.85e-07
dpinteract	metR	.	dpinteract	farR	.	0	0	.	.	.	7.02e-02	10	8	3	6	7.80e-07	7.02e-06
dpinteract	metR	.	prodoric	MX000117	CspA	0	0	prodoric	farR	.	1.83e-01	8	1	3	8	3.10e-08	2.79e-07
dpinteract	metR	.	prodoric	MX000117	CspA	0	0	prodoric	farR	.	1.83e-01	8	4	3	8	2.47e-07	2.22e-06
dpinteract	metR	.	prodoric	MX000117	CspA	0	0	prodoric	farR	.	1.83e-01	8	6	3	8	2.47e-07	2.22e-06
dpinteract	metR	.	prodoric	MX000117	CspA	0	0	prodoric	farR	.	1.83e-01	8	8	3	8	1.95e-06	1.75e-05
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	12	6	4	17	3.51e-08	3.16e-07
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	1	2	3	17	3.73e-07	3.35e-06
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	12	1	3	17	3.73e-07	3.35e-06
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	12	8	4	17	5.42e-07	4.88e-06
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	12	4	3	17	2.93e-06	2.63e-05
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	1	6	3	17	2.93e-06	2.63e-05
dpinteract	metR	.	prodoric	MX000202	CovR	0	0	prodoric	farR	.	2.07e-01	1	7	3	17	2.93e-06	2.63e-05
dpinteract	metR	.	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	collectf	farR	.	2.07e-01	2	0	3	8	3.76e-08	3.38e-07
dpinteract	metR	.	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	collectf	farR	.	2.07e-01	2	4	3	8	2.98e-07	2.69e-06
dpinteract	metR	.	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	collectf	farR	.	2.07e-01	2	5	3	8	2.98e-07	2.69e-06
dpinteract	metR	.	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	collectf	farR	.	2.07e-01	2	8	3	8	2.35e-06	2.12e-05
dpinteract	metR	.	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	collectf	farR	.	2.89e-01	3	0	3	9	5.05e-08	4.55e-07
dpinteract	metR	.	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	collectf	farR	.	2.89e-01	3	4	3	9	4.01e-07	3.61e-06
dpinteract	metR	.	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	collectf	farR	.	2.89e-01	3	5	3	9	4.01e-07	3.61e-06
dpinteract	metR	.	collectf	EXPREG_00000810	OmpR_S.enterica	0	0	collectf	farR	.	2.89e-01	3	8	3	9	3.16e-06	2.84e-05
dpinteract	metR	.	collectf	EXPREG_000004d0	AmrZ_P.aeruginosa	6	4	collectf	farR	.	8.10e-01	3	0	3	12	1.47e-07	1.32e-06
dpinteract	metR	.	collectf	EXPREG_000004d0	AmrZ_P.aeruginosa	6	4	collectf	farR	.	8.10e-01	3	4	3	12	1.16e-06	1.04e-05
dpinteract	metR	.	collectf	EXPREG_000004d0	AmrZ_P.aeruginosa	6	4	collectf	farR	.	8.10e-01	3	5	3	12	1.16e-06	1.04e-05
dpinteract	metR	.	dpinteract	ompR	.	0	0	dpinteract	farR	.	2.13e+00	11	1	2	2	4.05e-07	3.64e-06
