# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests	neg_sites_in_bin	neg_sites	neg_adj_pvalue	log_neg_adj_pvalue	fisher_adj_pvalue	log_fisher_adj_pvalue
   1	1                         MEME	9.3e-019	   1.8e-021	         -47.74	         0.0	       42	        482	          28	         35	  0.08714	7.7e-024	       240	           9	        163	1.0e0000	           0.00		1.5e-017	         -38.71	
   1	2                         MEME	6.2e0000	   1.2e-002	          -4.40	         0.0	      163	        489	           9	          9	  0.33333	5.1e-005	       244	           4	         12	1.0e0000	           0.00		4.5e-001	          -0.80	
   1	3                         MEME	1.3e0000	   2.5e-003	          -5.99	         0.0	       35	        495	          10	         27	  0.07071	1.0e-005	       247	          16	        181	1.0e0000	           0.00		8.3e-002	          -2.49	
   2	AWWA                     DREME	1.5e-005	   3.1e-008	         -17.30	         0.0	       53	        497	          18	         29	  0.10664	1.2e-010	       248	          10	         92	1.0e0000	           0.00		2.9e-005	         -10.45	
   2	AAWK                     DREME	1.0e0000	   2.0e-003	          -6.22	         0.0	      185	        497	          24	         31	  0.37223	8.0e-006	       248	          67	        183	1.0e0000	           0.00		5.7e-003	          -5.16	
   2	ATCSGW                   DREME	7.3e0000	   1.5e-002	          -4.23	         0.0	       69	        495	          14	         31	  0.13939	5.9e-005	       247	          16	        142	1.0e0000	           0.00		1.1e-002	          -4.48	
   2	GAKCACA                  DREME	2.4e0000	   4.7e-003	          -5.36	         0.0	      150	        494	          22	         32	  0.30364	1.9e-005	       246	          90	        291	1.0e0000	           0.00		9.0e-003	          -4.71	
   2	ATW                      DREME	1.1e-002	   2.1e-005	         -10.77	         0.0	      152	        498	          26	         35	  0.30522	8.5e-008	       248	          84	        273	1.0e0000	           0.00		2.3e-004	          -8.40	
   3	EXPREG_00000020 LexA_C.glutamicum	1.0e-002	   2.1e-005	         -10.78	         0.0	       44	        484	          12	         22	  0.09091	8.6e-008	       241	          11	        125	1.0e0000	           0.00		7.0e-004	          -7.26	
   3	EXPREG_00000050  PhoP_Y.pestis	4.3e-003	   8.5e-006	         -11.67	         0.0	       38	        480	          12	         23	  0.07917	3.6e-008	       239	           7	         49	1.0e0000	          -0.00		2.4e-001	          -1.44	
   3	EXPREG_000000e0 CcpA_S.pneumoniae	1.7e-001	   3.3e-004	          -8.02	         0.0	       89	        481	           8	          8	  0.18503	1.4e-006	       240	           2	         17	1.0e0000	           0.00		9.9e-003	          -4.61	
   3	EXPREG_00000290 LuxR_V.campbellii	6.2e-003	   1.2e-005	         -11.31	         0.0	       30	        480	           9	         15	  0.06250	5.1e-008	       239	           2	         25	1.0e0000	           0.00		1.5e-001	          -1.89	
   3	EXPREG_00000370 Fur_A.ferrooxidans	1.1e-001	   2.1e-004	          -8.46	         0.0	       46	        480	          11	         21	  0.09583	8.8e-007	       239	           4	         49	1.0e0000	           0.00		2.6e-002	          -3.64	
   3	EXPREG_000007c0     Fur_E.coli	3.4e0000	   6.7e-003	          -5.01	         0.0	       58	        470	           5	          5	  0.12340	2.9e-005	       234	           0	          6	1.0e0000	           0.00		4.0e-001	          -0.92	
   3	EXPREG_00000800    ArcA_E.coli	3.4e-001	   6.8e-004	          -7.30	         0.0	       28	        480	           6	          9	  0.05833	2.8e-006	       239	           3	         17	1.0e0000	          -0.00		9.9e-001	          -0.01	
   3	EXPREG_00000810 OmpR_S.enterica	8.9e-004	   1.8e-006	         -13.25	         0.0	       36	        492	          13	         26	  0.07317	7.2e-009	       245	          13	        218	1.0e0000	           0.00		1.0e-005	         -11.48	
